trk_code,wager_dt,race_nbr,wager_typ,wager_winner,wager_payoff,wager_min,race_code
LRL,2017-11-11,9,Trifecta,9-11-10,35240,200,11Nov17_09LRL00
LRL,2017-11-11,9,Superfecta,9-11-10-5,75910,100,11Nov17_09LRL00
LRL,2017-11-11,9,Z-5SuperHi-5,9-11-10-5-4,0,100,11Nov17_09LRL00
LRL,2017-11-11,9,DailyDouble,5-9,8700,200,11Nov17_09LRL00
LRL,2017-11-11,9,Pick3,8-5-9,64920,200,11Nov17_09LRL00
LRL,2017-11-11,9,Win_w,"9  Afleet Willy",860,200,11Nov17_09LRL00
LRL,2017-11-11,9,Win_p,"9  Afleet Willy",460,200,11Nov17_09LRL00
LRL,2017-11-11,9,Win_s,"9  Afleet Willy",360,200,11Nov17_09LRL00
LRL,2017-11-11,9,Place_p,"11 Discreet Lover",1120,200,11Nov17_09LRL00
LRL,2017-11-11,9,Place_s,"11 Discreet Lover",780,200,11Nov17_09LRL00
LRL,2017-11-11,9,Show_s,"10 Just Call Kenny",500,200,11Nov17_09LRL00
DEL,2017-07-15,6,Exacta,8-4,3340,100,15Jul17_06DEL00
DEL,2017-07-15,6,Trifecta,8-4-3,11900,100,15Jul17_06DEL00
DEL,2017-07-15,6,Superfecta,8-4-3-2,46300,100,15Jul17_06DEL00
DEL,2017-07-15,6,DailyDouble,5-8,970,100,15Jul17_06DEL00
DEL,2017-07-15,6,Pick3,3-5-8,6470,100,15Jul17_06DEL00
DEL,2017-07-15,6,Win_w,"8  No Distortion",1520,200,15Jul17_06DEL00
DEL,2017-07-15,6,Win_p,"8  No Distortion",700,200,15Jul17_06DEL00
DEL,2017-07-15,6,Win_s,"8  No Distortion",540,200,15Jul17_06DEL00
DEL,2017-07-15,6,Place_p,"4  Sea Raven",500,200,15Jul17_06DEL00
DEL,2017-07-15,6,Place_s,"4  Sea Raven",360,200,15Jul17_06DEL00
DEL,2017-07-15,6,Show_s,"3  Discreet Lover",340,200,15Jul17_06DEL00
LRL,2017-05-06,2,Exacta,3-4,1320,200,06May17_02LRL00
LRL,2017-05-06,2,Trifecta,3-4-6,6380,200,06May17_02LRL00
LRL,2017-05-06,2,Superfecta,3-4-6-1,14960,100,06May17_02LRL00
LRL,2017-05-06,2,DailyDouble,9-3,1540,200,06May17_02LRL00
LRL,2017-05-06,2,Win_w,"3  Seymourdini",220,200,06May17_02LRL00
LRL,2017-05-06,2,Win_p,"3  Seymourdini",210,200,06May17_02LRL00
LRL,2017-05-06,2,Win_s,"3  Seymourdini",210,200,06May17_02LRL00
LRL,2017-05-06,2,Place_p,"4  No Distortion",560,200,06May17_02LRL00
LRL,2017-05-06,2,Place_s,"4  No Distortion",380,200,06May17_02LRL00
LRL,2017-05-06,2,Show_s,"6  Colonel Sharp",340,200,06May17_02LRL00
LRL,2017-04-21,9,Exacta,7-1,3140,200,21Apr17_09LRL00
LRL,2017-04-21,9,Trifecta,7-1-2,9900,200,21Apr17_09LRL00
LRL,2017-04-21,9,Superfecta,7-1-2-6,24080,100,21Apr17_09LRL00
LRL,2017-04-21,9,Z-5SuperHi-5,7-1-2-6-4,0,100,21Apr17_09LRL00
LRL,2017-04-21,9,DailyDouble,1-7,5620,200,21Apr17_09LRL00
LRL,2017-04-21,9,Pick3,1-1-7,34120,200,21Apr17_09LRL00
LRL,2017-04-21,9,Win_w,"7  Just Call Kenny",940,200,21Apr17_09LRL00
LRL,2017-04-21,9,Win_p,"7  Just Call Kenny",400,200,21Apr17_09LRL00
LRL,2017-04-21,9,Win_s,"7  Just Call Kenny",260,200,21Apr17_09LRL00
LRL,2017-04-21,9,Place_p,"1  Double Whammy",340,200,21Apr17_09LRL00
LRL,2017-04-21,9,Place_s,"1  Double Whammy",240,200,21Apr17_09LRL00
LRL,2017-04-21,9,Show_s,"2  Blu Moon Ace",260,200,21Apr17_09LRL00
ZIA,2016-11-23,9,Exacta,11-3,7000,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Trifecta,11-3-7,45760,100,23Nov16_09ZIA00
ZIA,2016-11-23,9,Superfecta,11-3-7-5,159980,100,23Nov16_09ZIA00
ZIA,2016-11-23,9,Win_w,"11 Pass the Buck",1640,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Win_p,"11 Pass the Buck",780,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Win_s,"11 Pass the Buck",460,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Place_p,"3  Semper Fortis",440,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Place_s,"3  Semper Fortis",360,200,23Nov16_09ZIA00
ZIA,2016-11-23,9,Show_s,"7  Inside Straight",760,200,23Nov16_09ZIA00
DEL,2016-08-24,8,Exacta,3-1,4230,100,24Aug16_08DEL00
DEL,2016-08-24,8,Trifecta,3-1-5,34180,100,24Aug16_08DEL00
DEL,2016-08-24,8,Superfecta,3-1-5-9,125740,100,24Aug16_08DEL00
DEL,2016-08-24,8,DailyDouble,5-3,4210,100,24Aug16_08DEL00
DEL,2016-08-24,8,Pick3,8-5-3,32880,100,24Aug16_08DEL00
DEL,2016-08-24,8,Pick4,5/11/12/13-8-1/5/8/10/12-3,124040,100,24Aug16_08DEL00
DEL,2016-08-24,8,Win_w,"3  Mister Nofty",3440,200,24Aug16_08DEL00
DEL,2016-08-24,8,Win_p,"3  Mister Nofty",1160,200,24Aug16_08DEL00
DEL,2016-08-24,8,Win_s,"3  Mister Nofty",600,200,24Aug16_08DEL00
DEL,2016-08-24,8,Place_p,"1  Doctor Mounty",380,200,24Aug16_08DEL00
DEL,2016-08-24,8,Place_s,"1  Doctor Mounty",300,200,24Aug16_08DEL00
DEL,2016-08-24,8,Show_s,"5  Pizmo Time",620,200,24Aug16_08DEL00
MNR,2016-08-06,8,Perfecta,1-5,18240,200,06Aug16_08MNR00
MNR,2016-08-06,8,Trifecta,1-5-6,173700,200,06Aug16_08MNR00
MNR,2016-08-06,8,Superfecta,1-5-6-10,1974760,200,06Aug16_08MNR00
MNR,2016-08-06,8,SuperHighFive,NULL,385420,100,06Aug16_08MNR00
MNR,2016-08-06,8,Win_w,"1  Cupid",500,200,06Aug16_08MNR00
MNR,2016-08-06,8,Win_p,"1  Cupid",380,200,06Aug16_08MNR00
MNR,2016-08-06,8,Win_s,"1  Cupid",300,200,06Aug16_08MNR00
MNR,2016-08-06,8,Place_p,"5  Whateverybodywants",3660,200,06Aug16_08MNR00
MNR,2016-08-06,8,Place_s,"5  Whateverybodywants",1100,200,06Aug16_08MNR00
MNR,2016-08-06,8,Show_s,"6  Name Changer",840,200,06Aug16_08MNR00
MTH,2016-07-09,9,Exacta,7-4,5060,200,09Jul16_09MTH00
MTH,2016-07-09,9,Trifecta,7-4-1,7150,100,09Jul16_09MTH00
MTH,2016-07-09,9,DailyDouble,2-7,1340,200,09Jul16_09MTH00
MTH,2016-07-09,9,Pick3,5-2-7,19860,100,09Jul16_09MTH00
MTH,2016-07-09,9,Win_w,"7  No Distortion",780,200,09Jul16_09MTH00
MTH,2016-07-09,9,Win_p,"7  No Distortion",400,200,09Jul16_09MTH00
MTH,2016-07-09,9,Win_s,"7  No Distortion",320,200,09Jul16_09MTH00
MTH,2016-07-09,9,Place_p,"4  Unbridled Daddy",600,200,09Jul16_09MTH00
MTH,2016-07-09,9,Place_s,"4  Unbridled Daddy",300,200,09Jul16_09MTH00
MTH,2016-07-09,9,Show_s,"1  Uncle Vinny",340,200,09Jul16_09MTH00
DEL,2016-06-11,6,Exacta,3-2,890,100,11Jun16_06DEL00
DEL,2016-06-11,6,Trifecta,3-2-5,1740,100,11Jun16_06DEL00
DEL,2016-06-11,6,Superfecta,3-2-5-4,5700,100,11Jun16_06DEL00
DEL,2016-06-11,6,DailyDouble,2-3,1490,100,11Jun16_06DEL00
DEL,2016-06-11,6,Pick3,8-2-3,4460,100,11Jun16_06DEL00
DEL,2016-06-11,6,Win_w,"3  No Distortion",380,200,11Jun16_06DEL00
DEL,2016-06-11,6,Win_p,"3  No Distortion",220,200,11Jun16_06DEL00
DEL,2016-06-11,6,Win_s,"3  No Distortion",280,200,11Jun16_06DEL00
DEL,2016-06-11,6,Place_p,"2  Hard Thunder",540,200,11Jun16_06DEL00
DEL,2016-06-11,6,Place_s,"2  Hard Thunder",300,200,11Jun16_06DEL00
DEL,2016-06-11,6,Show_s,"5  Winter Ride",320,200,11Jun16_06DEL00
MTH,2016-05-14,8,Exacta,10-11,2120,200,14May16_08MTH00
MTH,2016-05-14,8,Trifecta,10-11-9,2700,100,14May16_08MTH00
MTH,2016-05-14,8,Superfecta,10-11-9-3,8000,100,14May16_08MTH00
MTH,2016-05-14,8,DailyDouble,7-10,5840,200,14May16_08MTH00
MTH,2016-05-14,8,Pick3,5-7-10,16910,100,14May16_08MTH00
MTH,2016-05-14,8,Win_w,"10 Gombey Dancer",360,200,14May16_08MTH00
MTH,2016-05-14,8,Win_p,"10 Gombey Dancer",280,200,14May16_08MTH00
MTH,2016-05-14,8,Win_s,"10 Gombey Dancer",220,200,14May16_08MTH00
MTH,2016-05-14,8,Place_p,"11 I'm Steppin' It Up",740,200,14May16_08MTH00
MTH,2016-05-14,8,Place_s,"11 I'm Steppin' It Up",320,200,14May16_08MTH00
MTH,2016-05-14,8,Show_s,"9  Pax in Terra",220,200,14May16_08MTH00
KEE,2016-04-17,2,Exacta,4-5,4880,200,17Apr16_02KEE00
KEE,2016-04-17,2,Trifecta,4-5-6,17040,200,17Apr16_02KEE00
KEE,2016-04-17,2,Superfecta,4-5-6-3,42160,200,17Apr16_02KEE00
KEE,2016-04-17,2,DailyDouble,3-4,2260,200,17Apr16_02KEE00
KEE,2016-04-17,2,Win_w,"4  Stradivari",480,200,17Apr16_02KEE00
KEE,2016-04-17,2,Win_p,"4  Stradivari",380,200,17Apr16_02KEE00
KEE,2016-04-17,2,Win_s,"4  Stradivari",320,200,17Apr16_02KEE00
KEE,2016-04-17,2,Place_p,"5  Pinson",980,200,17Apr16_02KEE00
KEE,2016-04-17,2,Place_s,"5  Pinson",560,200,17Apr16_02KEE00
KEE,2016-04-17,2,Show_s,"6  No Distortion",520,200,17Apr16_02KEE00
FG,2016-03-26,3,Exacta,6-9,1960,200,26Mar16_03FG00
FG,2016-03-26,3,Trifecta,6-9-3,8120,100,26Mar16_03FG00
FG,2016-03-26,3,Superfecta,6-9-3-7,2675,10,26Mar16_03FG00
FG,2016-03-26,3,DailyDouble,1-6,760,200,26Mar16_03FG00
FG,2016-03-26,3,Pick3,10-1-6,2165,50,26Mar16_03FG00
FG,2016-03-26,3,Win_w,"6  No Distortion",360,200,26Mar16_03FG00
FG,2016-03-26,3,Win_p,"6  No Distortion",260,200,26Mar16_03FG00
FG,2016-03-26,3,Win_s,"6  No Distortion",220,200,26Mar16_03FG00
FG,2016-03-26,3,Place_p,"9  Aztec Sense",500,200,26Mar16_03FG00
FG,2016-03-26,3,Place_s,"9  Aztec Sense",360,200,26Mar16_03FG00
FG,2016-03-26,3,Show_s,"3  Running Back",580,200,26Mar16_03FG00
FG,2016-03-05,10,Exacta,7-9,47200,200,05Mar16_10FG00
FG,2016-03-05,10,Trifecta,7-9-8,36000,50,05Mar16_10FG00
FG,2016-03-05,10,Superfecta,7-9-8-1,43855,10,05Mar16_10FG00
FG,2016-03-05,10,DailyDouble,10-7,332780,200,05Mar16_10FG00
FG,2016-03-05,10,Pick3,4-10-7,491140,50,05Mar16_10FG00
FG,2016-03-05,10,Win_w,"7  Pinson",8080,200,05Mar16_10FG00
FG,2016-03-05,10,Win_p,"7  Pinson",2760,200,05Mar16_10FG00
FG,2016-03-05,10,Win_s,"7  Pinson",1240,200,05Mar16_10FG00
FG,2016-03-05,10,Place_p,"9  No Distortion",620,200,05Mar16_10FG00
FG,2016-03-05,10,Place_s,"9  No Distortion",400,200,05Mar16_10FG00
FG,2016-03-05,10,Show_s,"8  Virtual Machine",300,200,05Mar16_10FG00
FG,2016-01-21,7,Exacta,6-2,2300,200,21Jan16_07FG00
FG,2016-01-21,7,Trifecta,6-2-7,8050,100,21Jan16_07FG00
FG,2016-01-21,7,Superfecta,6-2-7-12,3206,10,21Jan16_07FG00
FG,2016-01-21,7,DailyDouble,1-6,4120,200,21Jan16_07FG00
FG,2016-01-21,7,Pick3,4-1-6,5745,50,21Jan16_07FG00
FG,2016-01-21,7,Win_w,"6  Zapperini",500,200,21Jan16_07FG00
FG,2016-01-21,7,Win_p,"6  Zapperini",360,200,21Jan16_07FG00
FG,2016-01-21,7,Win_s,"6  Zapperini",300,200,21Jan16_07FG00
FG,2016-01-21,7,Place_p,"2  Virtual Machine",540,200,21Jan16_07FG00
FG,2016-01-21,7,Place_s,"2  Virtual Machine",340,200,21Jan16_07FG00
FG,2016-01-21,7,Show_s,"7  Call the Colonel",700,200,21Jan16_07FG00
FG,2015-12-28,9,Exacta,2-8,5860,200,28Dec15_09FG00
FG,2015-12-28,9,Trifecta,2-8-5,8100,100,28Dec15_09FG00
FG,2015-12-28,9,Superfecta,2-8-5-4,3184,10,28Dec15_09FG00
FG,2015-12-28,9,DailyDouble,12-2,2640,200,28Dec15_09FG00
FG,2015-12-28,9,Pick3,4-12-2,12600,50,28Dec15_09FG00
FG,2015-12-28,9,Win_w,"2  Torrontes",640,200,28Dec15_09FG00
FG,2015-12-28,9,Win_p,"2  Torrontes",400,200,28Dec15_09FG00
FG,2015-12-28,9,Win_s,"2  Torrontes",280,200,28Dec15_09FG00
FG,2015-12-28,9,Place_p,"8  Uncle James",920,200,28Dec15_09FG00
FG,2015-12-28,9,Place_s,"8  Uncle James",360,200,28Dec15_09FG00
FG,2015-12-28,9,Show_s,"5  No Distortion",220,200,28Dec15_09FG00
FG,2015-12-04,9,Exacta,11-1,4540,200,04Dec15_09FG00
FG,2015-12-04,9,Trifecta,11-1-6,10210,100,04Dec15_09FG00
FG,2015-12-04,9,Superfecta,11-1-6-2,6907,10,04Dec15_09FG00
FG,2015-12-04,9,SuperHighFive,11-1-6-2-9,90970,50,04Dec15_09FG00
FG,2015-12-04,9,DailyDouble,6-11,3180,200,04Dec15_09FG00
FG,2015-12-04,9,Pick3,6-6-11,6235,50,04Dec15_09FG00
FG,2015-12-04,9,Pick4,8-6-5/6/12-11,109915,50,04Dec15_09FG00
FG,2015-12-04,9,Pick5Jackpot,3/6-8-6-5/6/12-11,1848790,50,04Dec15_09FG00
FG,2015-12-04,9,Win_w,"11 Noble Thought",1220,200,04Dec15_09FG00
FG,2015-12-04,9,Win_p,"11 Noble Thought",400,200,04Dec15_09FG00
FG,2015-12-04,9,Win_s,"11 Noble Thought",280,200,04Dec15_09FG00
FG,2015-12-04,9,Place_p,"1  No Distortion",260,200,04Dec15_09FG00
FG,2015-12-04,9,Place_s,"1  No Distortion",220,200,04Dec15_09FG00
FG,2015-12-04,9,Show_s,"6  Call the Colonel",300,200,04Dec15_09FG00
KEE,2015-10-09,6,Exacta,9-8,3760,200,09Oct15_06KEE00
KEE,2015-10-09,6,Trifecta,9-8-7,17000,200,09Oct15_06KEE00
KEE,2015-10-09,6,Superfecta,9-8-7-3,60820,200,09Oct15_06KEE00
KEE,2015-10-09,6,DailyDouble,2-9,4540,200,09Oct15_06KEE00
KEE,2015-10-09,6,Pick3,3-2-9,16880,200,09Oct15_06KEE00
KEE,2015-10-09,6,Win_w,"9  Metal Magic",520,200,09Oct15_06KEE00
KEE,2015-10-09,6,Win_p,"9  Metal Magic",320,200,09Oct15_06KEE00
KEE,2015-10-09,6,Win_s,"9  Metal Magic",240,200,09Oct15_06KEE00
KEE,2015-10-09,6,Place_p,"8  Spezia",920,200,09Oct15_06KEE00
KEE,2015-10-09,6,Place_s,"8  Spezia",560,200,09Oct15_06KEE00
KEE,2015-10-09,6,Show_s,"7  Missle Bomb",380,200,09Oct15_06KEE00
MTH,2015-09-07,6,Exacta,7-6,2060,200,07Sep15_06MTH00
MTH,2015-09-07,6,Trifecta,7-6-1,4980,100,07Sep15_06MTH00
MTH,2015-09-07,6,Superfecta,7-6-1-3,12470,100,07Sep15_06MTH00
MTH,2015-09-07,6,DailyDouble,7-7,1320,200,07Sep15_06MTH00
MTH,2015-09-07,6,Pick3,1-7-7,3990,100,07Sep15_06MTH00
MTH,2015-09-07,6,Pick4,2-1-7-7,12740,100,07Sep15_06MTH00
MTH,2015-09-07,6,Win_w,"7  Jay's Way",380,200,07Sep15_06MTH00
MTH,2015-09-07,6,Win_p,"7  Jay's Way",240,200,07Sep15_06MTH00
MTH,2015-09-07,6,Win_s,"7  Jay's Way",220,200,07Sep15_06MTH00
MTH,2015-09-07,6,Place_p,"6  Piece of Eight",420,200,07Sep15_06MTH00
MTH,2015-09-07,6,Place_s,"6  Piece of Eight",360,200,07Sep15_06MTH00
MTH,2015-09-07,6,Show_s,"1  Amaze",300,200,07Sep15_06MTH00
FL,2019-10-14,1,Exacta,4-2,2180,200,14Oct19_01FL00
FL,2019-10-14,1,Trifecta,4-2-3,2225,50,14Oct19_01FL00
FL,2019-10-14,1,Superfecta,4-2-3-5,970,10,14Oct19_01FL00
FL,2019-10-14,1,Win_w,"4  Imaginar",540,200,14Oct19_01FL00
FL,2019-10-14,1,Win_p,"4  Imaginar",320,200,14Oct19_01FL00
FL,2019-10-14,1,Win_s,"4  Imaginar",1480,200,14Oct19_01FL00
FL,2019-10-14,1,Place_p,"2  Possetizzly",500,200,14Oct19_01FL00
FL,2019-10-14,1,Place_s,"2  Possetizzly",1140,200,14Oct19_01FL00
FL,2019-10-14,1,Show_s,"3  Panama Paul",1220,200,14Oct19_01FL00
FL,2019-09-24,7,Exacta,3-9,5500,200,24Sep19_07FL00
FL,2019-09-24,7,Trifecta,3-9-2,7687,50,24Sep19_07FL00
FL,2019-09-24,7,Superfecta,3-9-2-1,11295,10,24Sep19_07FL00
FL,2019-09-24,7,DailyDouble,3-3,4540,200,24Sep19_07FL00
FL,2019-09-24,7,Pick3,11-3-3,5837,50,24Sep19_07FL00
FL,2019-09-24,7,Win_w,"3  Possetizzly",1320,200,24Sep19_07FL00
FL,2019-09-24,7,Win_p,"3  Possetizzly",630,200,24Sep19_07FL00
FL,2019-09-24,7,Win_s,"3  Possetizzly",460,200,24Sep19_07FL00
FL,2019-09-24,7,Place_p,"9  Seekingopportunity",520,200,24Sep19_07FL00
FL,2019-09-24,7,Place_s,"9  Seekingopportunity",410,200,24Sep19_07FL00
FL,2019-09-24,7,Show_s,"2  Roll With My Posse",630,200,24Sep19_07FL00
FL,2019-08-31,7,Exacta,1-6,8200,200,31Aug19_07FL00
FL,2019-08-31,7,Trifecta,1-6-5,5775,50,31Aug19_07FL00
FL,2019-08-31,7,Superfecta,1-6-5-7,6605,10,31Aug19_07FL00
FL,2019-08-31,7,DailyDouble,3-1,1560,200,31Aug19_07FL00
FL,2019-08-31,7,Pick3,3-3-1,2537,50,31Aug19_07FL00
FL,2019-08-31,7,Win_w,"1  My Man Mo",600,200,31Aug19_07FL00
FL,2019-08-31,7,Win_p,"1  My Man Mo",320,200,31Aug19_07FL00
FL,2019-08-31,7,Win_s,"1  My Man Mo",280,200,31Aug19_07FL00
FL,2019-08-31,7,Place_p,"6  Roll With My Posse",1220,200,31Aug19_07FL00
FL,2019-08-31,7,Place_s,"6  Roll With My Posse",490,200,31Aug19_07FL00
FL,2019-08-31,7,Show_s,"5  Possetizzly",340,200,31Aug19_07FL00
FL,2019-08-13,6,Exacta,3-8,4660,200,13Aug19_06FL00
FL,2019-08-13,6,Trifecta,3-8-6,8050,50,13Aug19_06FL00
FL,2019-08-13,6,Superfecta,3-8-6-5,6360,10,13Aug19_06FL00
FL,2019-08-13,6,DailyDouble,6-3,6400,200,13Aug19_06FL00
FL,2019-08-13,6,Pick3,7-6-3,5712,50,13Aug19_06FL00
FL,2019-08-13,6,Win_w,"3  Hushion",480,200,13Aug19_06FL00
FL,2019-08-13,6,Win_p,"3  Hushion",380,200,13Aug19_06FL00
FL,2019-08-13,6,Win_s,"3  Hushion",310,200,13Aug19_06FL00
FL,2019-08-13,6,Place_p,"8  Possetizzly",780,200,13Aug19_06FL00
FL,2019-08-13,6,Place_s,"8  Possetizzly",510,200,13Aug19_06FL00
FL,2019-08-13,6,Show_s,"6  Roll With My Posse",880,200,13Aug19_06FL00
FL,2019-07-31,7,Exacta,3-5,9050,200,31Jul19_07FL00
FL,2019-07-31,7,Trifecta,3-5-7,5112,50,31Jul19_07FL00
FL,2019-07-31,7,Superfecta,3-5-7-2,6505,10,31Jul19_07FL00
FL,2019-07-31,7,DailyDouble,1-3,5500,200,31Jul19_07FL00
FL,2019-07-31,7,Pick3,6-1-3,3000,50,31Jul19_07FL00
FL,2019-07-31,7,Win_w,"3  Panama Paul",760,200,31Jul19_07FL00
FL,2019-07-31,7,Win_p,"3  Panama Paul",500,200,31Jul19_07FL00
FL,2019-07-31,7,Win_s,"3  Panama Paul",250,200,31Jul19_07FL00
FL,2019-07-31,7,Place_p,"5  Possetizzly",1000,200,31Jul19_07FL00
FL,2019-07-31,7,Place_s,"5  Possetizzly",470,200,31Jul19_07FL00
FL,2019-07-31,7,Show_s,"7  Big Engine",210,200,31Jul19_07FL00
FL,2019-07-16,2,Exacta,5-2,4600,200,16Jul19_02FL00
FL,2019-07-16,2,Trifecta,5-2-1,2150,50,16Jul19_02FL00
FL,2019-07-16,2,Superfecta,5-2-1-3,1870,10,16Jul19_02FL00
FL,2019-07-16,2,DailyDouble,5-5,1140,200,16Jul19_02FL00
FL,2019-07-16,2,Win_w,"5  Thefinalcrazydude",650,200,16Jul19_02FL00
FL,2019-07-16,2,Win_p,"5  Thefinalcrazydude",370,200,16Jul19_02FL00
FL,2019-07-16,2,Win_s,"5  Thefinalcrazydude",220,200,16Jul19_02FL00
FL,2019-07-16,2,Place_p,"2  Possetizzly",550,200,16Jul19_02FL00
FL,2019-07-16,2,Place_s,"2  Possetizzly",240,200,16Jul19_02FL00
FL,2019-07-16,2,Show_s,"1  My Man Mo",210,200,16Jul19_02FL00
FL,2019-06-24,8,Exacta,5-3,2880,200,24Jun19_08FL00
FL,2019-06-24,8,Trifecta,5-3-6,8937,50,24Jun19_08FL00
FL,2019-06-24,8,Superfecta,5-3-6-7,8245,10,24Jun19_08FL00
FL,2019-06-24,8,DailyDouble,10-5,9500,200,24Jun19_08FL00
FL,2019-06-24,8,Pick3,1-10-5,3400,50,24Jun19_08FL00
FL,2019-06-24,8,Win_w,"5  Hot Diggitty",1380,200,24Jun19_08FL00
FL,2019-06-24,8,Win_p,"5  Hot Diggitty",340,200,24Jun19_08FL00
FL,2019-06-24,8,Win_s,"5  Hot Diggitty",280,200,24Jun19_08FL00
FL,2019-06-24,8,Place_p,"3  Freudnme",210,200,24Jun19_08FL00
FL,2019-06-24,8,Place_s,"3  Freudnme",210,200,24Jun19_08FL00
FL,2019-06-24,8,Show_s,"6  Empiremeister",1920,200,24Jun19_08FL00
FL,2019-06-10,4,Exacta,3-2,2160,200,10Jun19_04FL00
FL,2019-06-10,4,Trifecta,3-2-6,1500,50,10Jun19_04FL00
FL,2019-06-10,4,Superfecta,3-2-6-4,417,10,10Jun19_04FL00
FL,2019-06-10,4,DailyDouble,1-3,700,200,10Jun19_04FL00
FL,2019-06-10,4,Pick3,3-1-3,520,50,10Jun19_04FL00
FL,2019-06-10,4,Win_w,"3  Freudnme",210,200,10Jun19_04FL00
FL,2019-06-10,4,Win_p,"3  Freudnme",210,200,10Jun19_04FL00
FL,2019-06-10,4,Win_s,"3  Freudnme",210,200,10Jun19_04FL00
FL,2019-06-10,4,Place_p,"2  Unflappable Max",450,200,10Jun19_04FL00
FL,2019-06-10,4,Place_s,"2  Unflappable Max",390,200,10Jun19_04FL00
FL,2019-06-10,4,Show_s,"6  Possetizzly",220,200,10Jun19_04FL00
FL,2018-11-19,8,Exacta,5-3,2000,200,19Nov18_08FL00
FL,2018-11-19,8,Trifecta,5-3-4,995,50,19Nov18_08FL00
FL,2018-11-19,8,Superfecta,5-3-4-1,1160,10,19Nov18_08FL00
FL,2018-11-19,8,DailyDouble,1-5,3420,200,19Nov18_08FL00
FL,2018-11-19,8,Pick3,2-1-5,4760,50,19Nov18_08FL00
FL,2018-11-19,8,Win_w,"5  Possetizzly",510,200,19Nov18_08FL00
FL,2018-11-19,8,Win_p,"5  Possetizzly",280,200,19Nov18_08FL00
FL,2018-11-19,8,Win_s,"5  Possetizzly",210,200,19Nov18_08FL00
FL,2018-11-19,8,Place_p,"3  Floyd Unger",330,200,19Nov18_08FL00
FL,2018-11-19,8,Place_s,"3  Floyd Unger",230,200,19Nov18_08FL00
FL,2018-11-19,8,Show_s,"4  Invaluable Will",270,200,19Nov18_08FL00
FL,2018-09-29,7,Exacta,6-3,680,200,29Sep18_07FL00
FL,2018-09-29,7,Trifecta,6-3-4,265,50,29Sep18_07FL00
FL,2018-09-29,7,Superfecta,6-3-4-2,85,10,29Sep18_07FL00
FL,2018-09-29,7,DailyDouble,5-6,640,200,29Sep18_07FL00
FL,2018-09-29,7,Pick3,1-5-6,265,50,29Sep18_07FL00
FL,2018-09-29,7,Win_w,"6  Dugout",280,200,29Sep18_07FL00
FL,2018-09-29,7,Win_p,"6  Dugout",220,200,29Sep18_07FL00
FL,2018-09-29,7,Win_s,"6  Dugout",210,200,29Sep18_07FL00
FL,2018-09-29,7,Place_p,"3  True Gold",270,200,29Sep18_07FL00
FL,2018-09-29,7,Place_s,"3  True Gold",210,200,29Sep18_07FL00
FL,2018-09-29,7,Show_s,"4  La Fuerza",210,200,29Sep18_07FL00
FL,2018-09-08,6,Exacta,1-7,450,200,08Sep18_06FL00
FL,2018-09-08,6,Trifecta,1-7-8,1650,50,08Sep18_06FL00
FL,2018-09-08,6,Superfecta,1-7-8-6,1020,10,08Sep18_06FL00
FL,2018-09-08,6,DailyDouble,5-1,800,200,08Sep18_06FL00
FL,2018-09-08,6,ConsolationDouble,5-2,570,200,08Sep18_06FL00
FL,2018-09-08,6,Pick3,6-5-1,2400,50,08Sep18_06FL00
FL,2018-09-08,6,Win_w,"1  La Fuerza",250,200,08Sep18_06FL00
FL,2018-09-08,6,Win_p,"1  La Fuerza",210,200,08Sep18_06FL00
FL,2018-09-08,6,Win_s,"1  La Fuerza",210,200,08Sep18_06FL00
FL,2018-09-08,6,Place_p,"7  Kadens Courage",270,200,08Sep18_06FL00
FL,2018-09-08,6,Place_s,"7  Kadens Courage",220,200,08Sep18_06FL00
FL,2018-09-08,6,Show_s,"8  Pay the Vet",760,200,08Sep18_06FL00
FL,2018-09-01,4,Exacta,2-5,4280,200,01Sep18_04FL00
FL,2018-09-01,4,Trifecta,2-5-6,4435,50,01Sep18_04FL00
FL,2018-09-01,4,Superfecta,2-5-6-4,1870,10,01Sep18_04FL00
FL,2018-09-01,4,DailyDouble,6-2,1560,200,01Sep18_04FL00
FL,2018-09-01,4,Pick3,3-6-2,1035,50,01Sep18_04FL00
FL,2018-09-01,4,Pick4,2-3-6-2,2225,50,01Sep18_04FL00
FL,2018-09-01,4,Win_w,"2  Queens Dude",450,200,01Sep18_04FL00
FL,2018-09-01,4,Win_p,"2  Queens Dude",310,200,01Sep18_04FL00
FL,2018-09-01,4,Win_s,"2  Queens Dude",210,200,01Sep18_04FL00
FL,2018-09-01,4,Place_p,"5  Chicken Valley Rd",1300,200,01Sep18_04FL00
FL,2018-09-01,4,Place_s,"5  Chicken Valley Rd",710,200,01Sep18_04FL00
FL,2018-09-01,4,Show_s,"6  Possetizzly",420,200,01Sep18_04FL00
BEL,2019-06-22,8,Exacta,9-3,1480,100,22Jun19_08BEL00
BEL,2019-06-22,8,Trifecta,9-3-2,3100,50,22Jun19_08BEL00
BEL,2019-06-22,8,Superfecta,9-3-2-4,1840,10,22Jun19_08BEL00
